step,domain,patched_train_loss,baseline_train_loss,delta_vs_baseline
1991,code,0.9139842987060547,0.9475552439689636,0.033570945262908936
1992,math,1.513833999633789,1.6311030387878418,0.11726903915405273
1993,wiki,2.8552491664886475,2.9630799293518066,0.10783076286315918
1994,news,3.877925157546997,4.093059062957764,0.2151339054107666
1995,reviews,3.574042320251465,3.669114589691162,0.09507226943969727
1996,paper,3.4684813022613525,4.587088108062744,1.1186068058013916
1997,code,1.319442868232727,1.9203290939331055,0.6008862257003784
1998,math,2.0408124923706055,2.2634830474853516,0.2226705551147461
1999,wiki,3.3776538372039795,3.5442254543304443,0.16657161712646484
2000,news,2.8951897621154785,3.155229330062866,0.2600395679473877
2001,reviews,3.6601696014404297,3.740335702896118,0.08016610145568848
2002,paper,2.883413791656494,4.141315937042236,1.2579021453857422
2003,code,1.2862731218338013,1.5743237733840942,0.28805065155029297
2004,math,1.684938907623291,2.047569990158081,0.36263108253479004
2005,wiki,3.141425609588623,4.038822650909424,0.8973970413208008
2006,news,3.636758327484131,3.8986077308654785,0.26184940338134766
2007,reviews,4.683809280395508,4.772385120391846,0.08857583999633789
2008,paper,2.496610641479492,3.442685127258301,0.9460744857788086
2009,code,1.548523187637329,1.6612120866775513,0.11268889904022217
2010,math,0.9449775218963623,1.1922848224639893,0.24730730056762695
2011,wiki,3.3654909133911133,3.484086751937866,0.11859583854675293
2012,news,4.225348949432373,4.751950263977051,0.5266013145446777
2013,reviews,3.885113477706909,4.05225133895874,0.16713786125183105
2014,paper,2.694654941558838,4.194967269897461,1.500312328338623
2015,code,1.8154500722885132,2.2902517318725586,0.4748016595840454
2016,math,1.9044078588485718,2.296159505844116,0.39175164699554443
2017,wiki,2.8285512924194336,3.3183646202087402,0.48981332778930664
2018,news,3.4414875507354736,3.8687658309936523,0.4272782802581787
2019,reviews,3.726949453353882,3.8635947704315186,0.13664531707763672
2020,paper,3.1844825744628906,4.323800563812256,1.1393179893493652
2021,code,1.1247197389602661,1.7988274097442627,0.6741076707839966
2022,math,1.919349193572998,2.244816303253174,0.3254671096801758
2023,wiki,2.723998546600342,2.7373812198638916,0.013382673263549805
2024,news,3.674325466156006,4.060613632202148,0.3862881660461426
2025,reviews,3.4794363975524902,3.5480778217315674,0.06864142417907715
2026,paper,3.8901615142822266,4.878626823425293,0.9884653091430664
2027,code,1.3663331270217896,1.9983887672424316,0.6320556402206421
2028,math,2.190336227416992,2.615919828414917,0.4255836009979248
2029,wiki,3.0045218467712402,3.2321622371673584,0.22764039039611816
2030,news,3.9756205081939697,4.198608875274658,0.22298836708068848
2031,reviews,3.5584375858306885,3.7332329750061035,0.17479538917541504
2032,paper,3.777134656906128,5.176328182220459,1.399193525314331
2033,code,1.0057835578918457,1.3152567148208618,0.3094731569290161
2034,math,1.128265380859375,1.3758333921432495,0.2475680112838745
2035,wiki,3.4696204662323,3.549647569656372,0.08002710342407227
2036,news,4.064666271209717,4.373478889465332,0.30881261825561523
2037,reviews,3.6961543560028076,3.8122165203094482,0.11606216430664062
2038,paper,3.274883985519409,4.412531852722168,1.1376478672027588
2039,code,1.6288477182388306,2.1465728282928467,0.5177251100540161
2040,math,1.3264659643173218,1.9826774597167969,0.6562114953994751
2041,wiki,3.4402408599853516,3.7432174682617188,0.3029766082763672
2042,news,3.646207094192505,3.8476052284240723,0.20139813423156738
2043,reviews,4.268248081207275,4.314875602722168,0.04662752151489258
2044,paper,2.6883773803710938,2.924497604370117,0.23612022399902344
2045,code,1.8607430458068848,2.0200564861297607,0.15931344032287598
2046,math,1.3094501495361328,1.7363650798797607,0.42691493034362793
2047,wiki,2.9428744316101074,3.032045364379883,0.08917093276977539
2048,news,4.203540325164795,4.404323101043701,0.20078277587890625
2049,reviews,4.604262351989746,4.602565765380859,-0.0016965866088867188
2050,paper,2.403663396835327,2.650975227355957,0.24731183052062988
2051,code,1.255406379699707,1.7214139699935913,0.4660075902938843
2052,math,1.868805170059204,2.44183087348938,0.5730257034301758
2053,wiki,2.824824094772339,3.6013288497924805,0.7765047550201416
2054,news,4.112664222717285,4.539541244506836,0.4268770217895508
2055,reviews,3.5393006801605225,3.654386043548584,0.11508536338806152
2056,paper,3.041724443435669,3.636798858642578,0.5950744152069092
2057,code,1.3563717603683472,2.0683400630950928,0.7119683027267456
2058,math,1.5816210508346558,1.9664478302001953,0.38482677936553955
2059,wiki,3.025712728500366,3.1381783485412598,0.11246562004089355
2060,news,3.8483808040618896,4.15718412399292,0.3088033199310303
2061,reviews,3.832379102706909,3.9239559173583984,0.09157681465148926
2062,paper,3.422175407409668,4.388517379760742,0.9663419723510742
2063,code,1.7623831033706665,2.4336585998535156,0.6712754964828491
2064,math,0.8790556192398071,1.1121312379837036,0.23307561874389648
2065,wiki,3.234593629837036,3.558983325958252,0.3243896961212158
2066,news,3.721407890319824,3.9892663955688477,0.26785850524902344
2067,reviews,3.8233282566070557,3.91998553276062,0.09665727615356445
2068,paper,2.3162841796875,2.7358224391937256,0.4195382595062256
2069,code,1.585344672203064,1.8892221450805664,0.30387747287750244
2070,math,1.046088695526123,1.5382623672485352,0.4921736717224121
2071,wiki,3.013458013534546,3.3690857887268066,0.35562777519226074
2072,news,3.31367826461792,3.7325737476348877,0.4188954830169678
2073,reviews,3.818903923034668,3.9091408252716064,0.09023690223693848
2074,paper,2.2042553424835205,2.6373062133789062,0.43305087089538574
2075,code,1.4183508157730103,1.8509786128997803,0.43262779712677
2076,math,1.642054796218872,1.8483119010925293,0.20625710487365723
2077,wiki,3.2003366947174072,3.3413753509521484,0.1410386562347412
2078,news,3.9752612113952637,4.381001949310303,0.40574073791503906
2079,reviews,3.4580025672912598,3.497365951538086,0.03936338424682617
2080,paper,2.991579532623291,3.7427661418914795,0.7511866092681885
2081,code,0.8122754096984863,1.1435645818710327,0.3312891721725464
2082,math,1.285526990890503,1.7077158689498901,0.4221888780593872
2083,wiki,3.3136112689971924,3.786444664001465,0.47283339500427246
2084,news,4.3871307373046875,4.893763065338135,0.5066323280334473
2085,reviews,3.144054412841797,3.190487861633301,0.046433448791503906
2086,paper,3.4018540382385254,4.5365729331970215,1.134718894958496
2087,code,0.9808540940284729,1.5168873071670532,0.5360332131385803
2088,math,0.9972002506256104,1.3049123287200928,0.3077120780944824
2089,wiki,3.167438507080078,3.545727491378784,0.37828898429870605
2090,news,3.523043394088745,3.8759303092956543,0.3528869152069092
2091,reviews,3.5990076065063477,3.600433588027954,0.0014259815216064453
2092,paper,3.3964927196502686,4.5896830558776855,1.193190336227417
2093,code,1.2216395139694214,1.6817927360534668,0.4601532220840454
2094,math,1.6277631521224976,2.1945412158966064,0.5667780637741089
2095,wiki,3.633375644683838,3.8300275802612305,0.19665193557739258
2096,news,3.4149537086486816,3.6482601165771484,0.2333064079284668
2097,reviews,3.5501089096069336,3.698476552963257,0.14836764335632324
2098,paper,3.586684226989746,4.683923244476318,1.0972390174865723
2099,code,1.1132832765579224,1.3753505945205688,0.2620673179626465
2100,math,1.448691725730896,1.8002119064331055,0.3515201807022095
2101,wiki,2.9198896884918213,3.859421968460083,0.9395322799682617
2102,news,3.74839448928833,4.067345142364502,0.3189506530761719
2103,reviews,4.010354995727539,4.0610246658325195,0.05066967010498047
2104,paper,3.810427665710449,5.141180515289307,1.3307528495788574
2105,code,1.6992437839508057,2.3412370681762695,0.6419932842254639
2106,math,1.744801640510559,2.25111985206604,0.506318211555481
2107,wiki,3.3772072792053223,3.7740540504455566,0.3968467712402344
2108,news,4.093380928039551,4.420207500457764,0.3268265724182129
2109,reviews,4.071201801300049,4.174252986907959,0.10305118560791016
2110,paper,4.079247951507568,5.272010326385498,1.1927623748779297
2111,code,0.757465660572052,1.2842661142349243,0.5268004536628723
2112,math,1.6793733835220337,2.1062214374542236,0.42684805393218994
2113,wiki,3.2770581245422363,3.4641189575195312,0.18706083297729492
2114,news,3.8574724197387695,4.305596828460693,0.44812440872192383
2115,reviews,4.174234867095947,4.335948944091797,0.1617140769958496
2116,paper,2.0202629566192627,3.3847522735595703,1.3644893169403076
2117,code,1.0299204587936401,1.4319390058517456,0.40201854705810547
2118,math,1.1632510423660278,1.390062928199768,0.22681188583374023
2119,wiki,3.0730605125427246,3.852848529815674,0.7797880172729492
2120,news,3.394386053085327,3.6052114963531494,0.21082544326782227
2121,reviews,4.038610458374023,4.053303241729736,0.01469278335571289
2122,paper,2.269496202468872,3.354214906692505,1.0847187042236328
2123,code,1.9873650074005127,2.4622108936309814,0.47484588623046875
2124,math,2.2676796913146973,2.642808675765991,0.37512898445129395
2125,wiki,3.280304193496704,3.3369626998901367,0.05665850639343262
2126,news,3.856095314025879,4.325164318084717,0.4690690040588379
2127,reviews,4.3263840675354,4.447037696838379,0.12065362930297852
2128,paper,3.4241883754730225,4.479924201965332,1.0557358264923096
2129,code,1.144960641860962,1.3370373249053955,0.1920766830444336
2130,math,1.5032902956008911,1.8527742624282837,0.3494839668273926
2131,wiki,3.2093615531921387,3.5736517906188965,0.3642902374267578
2132,news,3.740110158920288,4.184887409210205,0.444777250289917
2133,reviews,4.38260555267334,4.4964704513549805,0.11386489868164062
2134,paper,2.958505630493164,3.753263235092163,0.794757604598999
2135,code,1.1254210472106934,1.7170214653015137,0.5916004180908203
2136,math,1.657534122467041,2.086667776107788,0.42913365364074707
2137,wiki,3.058701753616333,3.375674247741699,0.3169724941253662
2138,news,3.7058162689208984,3.9463491439819336,0.24053287506103516
2139,reviews,3.77603816986084,3.7701351642608643,-0.005903005599975586
2140,paper,2.198692560195923,3.523585081100464,1.324892520904541
2141,code,1.2934070825576782,1.844591498374939,0.5511844158172607
2142,math,1.330759882926941,1.5544183254241943,0.22365844249725342
2143,wiki,3.3164868354797363,4.0770344734191895,0.7605476379394531
2144,news,3.371117115020752,3.907777786254883,0.5366606712341309
2145,reviews,3.7357177734375,3.9529592990875244,0.21724152565002441
2146,paper,1.7930231094360352,3.8532211780548096,2.0601980686187744
2147,code,1.133334755897522,1.5205870866775513,0.3872523307800293
2148,math,1.504172682762146,1.9615169763565063,0.45734429359436035
2149,wiki,3.103057384490967,3.419930934906006,0.31687355041503906
2150,news,3.6352643966674805,3.9557442665100098,0.3204798698425293
2151,reviews,4.934213161468506,4.9750494956970215,0.040836334228515625
2152,paper,1.5908690690994263,3.76080584526062,2.169936776161194
2153,code,1.3978241682052612,2.0409910678863525,0.6431668996810913
2154,math,1.2601525783538818,1.6980295181274414,0.43787693977355957
2155,wiki,3.2638323307037354,3.4152188301086426,0.15138649940490723
2156,news,3.3431382179260254,3.808350086212158,0.4652118682861328
2157,reviews,3.5030646324157715,3.6127305030822754,0.1096658706665039
2158,paper,1.547156810760498,3.6604812145233154,2.1133244037628174
2159,code,1.5075056552886963,1.565445899963379,0.05794024467468262
2160,math,1.700884222984314,1.8628222942352295,0.16193807125091553
2161,wiki,3.548102855682373,3.9440524578094482,0.3959496021270752
2162,news,2.195146322250366,2.59826397895813,0.40311765670776367
2163,reviews,3.2130987644195557,3.3122684955596924,0.09916973114013672
2164,paper,2.68302845954895,3.129559278488159,0.446530818939209
2165,code,1.3133031129837036,1.8766424655914307,0.563339352607727
2166,math,1.3131808042526245,1.3920879364013672,0.07890713214874268
2167,wiki,3.702366352081299,3.9969286918640137,0.29456233978271484
2168,news,3.452603578567505,3.7120864391326904,0.25948286056518555
2169,reviews,3.5314571857452393,3.649543285369873,0.11808609962463379
2170,paper,3.851942539215088,5.270807266235352,1.4188647270202637
2171,code,1.2829499244689941,1.862730622291565,0.5797806978225708
2172,math,2.0167598724365234,2.4871926307678223,0.47043275833129883
2173,wiki,3.3795061111450195,3.4762163162231445,0.096710205078125
2174,news,3.285597562789917,3.6708462238311768,0.38524866104125977
2175,reviews,4.369408130645752,4.459336280822754,0.08992815017700195
2176,paper,3.2449936866760254,4.438389301300049,1.1933956146240234
2177,code,1.0841710567474365,1.3149605989456177,0.23078954219818115
2178,math,1.5451806783676147,1.9648301601409912,0.41964948177337646
2179,wiki,3.256866455078125,3.3374407291412354,0.08057427406311035
2180,news,3.3868019580841064,3.9612202644348145,0.574418306350708
2181,reviews,3.403844118118286,3.5410971641540527,0.1372530460357666
2182,paper,3.086860179901123,3.9608097076416016,0.8739495277404785
2183,code,0.7746064066886902,0.966148853302002,0.19154244661331177
2184,math,1.0594900846481323,1.3417834043502808,0.28229331970214844
2185,wiki,3.0382473468780518,4.0667338371276855,1.0284864902496338
2186,news,3.328927755355835,3.6224520206451416,0.29352426528930664
2187,reviews,3.7126309871673584,3.7507688999176025,0.03813791275024414
2188,paper,3.485394239425659,4.474099636077881,0.9887053966522217
2189,code,1.6772257089614868,2.31514835357666,0.6379226446151733
2190,math,1.8917474746704102,2.1650352478027344,0.2732877731323242
2191,wiki,3.4756197929382324,4.004672527313232,0.529052734375
2192,news,3.0562691688537598,3.396714687347412,0.34044551849365234
2193,reviews,3.046440839767456,3.2161905765533447,0.16974973678588867
2194,paper,3.4655516147613525,4.888067245483398,1.422515630722046
2195,code,1.9935264587402344,2.6361405849456787,0.6426141262054443
2196,math,1.7155312299728394,1.9392930269241333,0.22376179695129395
2197,wiki,3.4299516677856445,3.5502054691314697,0.1202538013458252
2198,news,3.6788580417633057,4.151878356933594,0.4730203151702881
2199,reviews,3.3149003982543945,3.5085818767547607,0.1936814785003662
2200,paper,3.6689209938049316,5.229675769805908,1.5607547760009766
2201,code,2.0311877727508545,2.685908555984497,0.6547207832336426
2202,math,1.5827875137329102,1.8383290767669678,0.2555415630340576
2203,wiki,3.397961139678955,3.8061904907226562,0.40822935104370117
2204,news,3.138195514678955,3.518430709838867,0.3802351951599121
2205,reviews,3.714080333709717,3.8231711387634277,0.10909080505371094
2206,paper,3.0205025672912598,4.414379596710205,1.3938770294189453
2207,code,1.3003084659576416,1.7575438022613525,0.45723533630371094
2208,math,1.844395399093628,2.3270320892333984,0.4826366901397705
2209,wiki,3.4726016521453857,3.7803335189819336,0.30773186683654785
2210,news,3.166837453842163,3.495457887649536,0.32862043380737305
2211,reviews,3.0584542751312256,3.1702752113342285,0.11182093620300293
2212,paper,2.2509312629699707,3.5471749305725098,1.296243667602539
2213,code,1.191925287246704,1.4811869859695435,0.28926169872283936
2214,math,1.1154515743255615,1.36588716506958,0.25043559074401855
2215,wiki,3.277733087539673,3.2910242080688477,0.013291120529174805
2216,news,3.2759575843811035,3.6194891929626465,0.34353160858154297
2217,reviews,3.5532755851745605,3.7011492252349854,0.1478736400604248
2218,paper,3.206336259841919,4.361802101135254,1.155465841293335
2219,code,1.3488870859146118,1.79465651512146,0.44576942920684814
2220,math,1.8741772174835205,2.3658313751220703,0.4916541576385498
2221,wiki,3.123023271560669,3.4814298152923584,0.35840654373168945
2222,news,3.9943511486053467,4.234692573547363,0.2403414249420166
2223,reviews,3.9879183769226074,4.084948539733887,0.0970301628112793
2224,paper,3.0728201866149902,4.427338600158691,1.3545184135437012
2225,code,1.4634511470794678,1.9136208295822144,0.4501696825027466
2226,math,1.3663315773010254,1.522375226020813,0.1560436487197876
2227,wiki,2.60217547416687,2.676234483718872,0.07405900955200195
2228,news,2.880291223526001,3.3490922451019287,0.46880102157592773
2229,reviews,3.8456244468688965,4.012545108795166,0.16692066192626953
2230,paper,3.0391640663146973,3.7695224285125732,0.730358362197876
2231,code,0.8125324249267578,1.1669098138809204,0.3543773889541626
2232,math,1.3469668626785278,1.8085412979125977,0.4615744352340698
2233,wiki,3.250375747680664,3.4119815826416016,0.1616058349609375
2234,news,3.217827796936035,3.6753175258636475,0.4574897289276123
2235,reviews,4.107020378112793,4.1181206703186035,0.011100292205810547
2236,paper,3.078338623046875,4.22328519821167,1.144946575164795
2237,code,1.0692180395126343,1.690621256828308,0.6214032173156738
2238,math,1.7292476892471313,2.3229987621307373,0.593751072883606
2239,wiki,2.8509199619293213,3.024742364883423,0.17382240295410156
2240,news,2.8189117908477783,3.2511980533599854,0.43228626251220703
2241,reviews,3.622850179672241,3.6944358348846436,0.07158565521240234
2242,paper,2.593299150466919,3.570380687713623,0.9770815372467041
2243,code,1.6999170780181885,2.343998432159424,0.6440813541412354
2244,math,1.0651689767837524,1.3814473152160645,0.316278338432312
2245,wiki,3.310121774673462,3.4837660789489746,0.1736443042755127
2246,news,3.4218785762786865,3.6872870922088623,0.2654085159301758
2247,reviews,3.99298095703125,4.104403495788574,0.11142253875732422
2248,paper,2.380126714706421,3.5520429611206055,1.1719162464141846
2249,code,1.0293583869934082,1.6238293647766113,0.5944709777832031
2250,math,1.430248498916626,2.0293970108032227,0.5991485118865967
2251,wiki,3.15228009223938,3.339247703552246,0.1869676113128662
2252,news,3.1508259773254395,3.436758518218994,0.2859325408935547
2253,reviews,4.456507205963135,4.578784465789795,0.12227725982666016
2254,paper,2.536386728286743,3.7729263305664062,1.236539602279663
2255,code,1.1805330514907837,1.647682785987854,0.4671497344970703
2256,math,1.4858577251434326,1.9722737073898315,0.4864159822463989
2257,wiki,2.7801859378814697,3.551893711090088,0.7717077732086182
2258,news,3.6634573936462402,3.9614500999450684,0.2979927062988281
2259,reviews,3.5478031635284424,3.6098849773406982,0.06208181381225586
2260,paper,3.000424861907959,4.314138412475586,1.313713550567627
2261,code,1.4186526536941528,1.6575076580047607,0.2388550043106079
2262,math,1.8669534921646118,2.015176296234131,0.14822280406951904
2263,wiki,2.9795143604278564,3.2236151695251465,0.24410080909729004
2264,news,3.6242809295654297,4.022324562072754,0.3980436325073242
2265,reviews,3.8790183067321777,3.9682915210723877,0.08927321434020996
2266,paper,3.8400795459747314,5.113653182983398,1.273573637008667
2267,code,0.9081587791442871,1.11138117313385,0.203222393989563
2268,math,1.7340424060821533,2.1084446907043457,0.3744022846221924
2269,wiki,3.7869510650634766,4.494379043579102,0.707427978515625
2270,news,3.857417106628418,4.165772438049316,0.30835533142089844
2271,reviews,4.094561576843262,4.249477863311768,0.15491628646850586
2272,paper,2.8123939037323,3.994805097579956,1.1824111938476562
2273,code,1.209730863571167,1.8840878009796143,0.6743569374084473
2274,math,1.4175673723220825,1.7648180723190308,0.34725069999694824
2275,wiki,3.7486841678619385,3.7744665145874023,0.025782346725463867
2276,news,3.9866135120391846,4.180343151092529,0.19372963905334473
2277,reviews,3.850815773010254,3.956561326980591,0.10574555397033691
2278,paper,3.031013011932373,4.631264686584473,1.6002516746520996
2279,code,1.802894949913025,2.0702695846557617,0.2673746347427368
2280,math,0.8898980021476746,1.2086137533187866,0.31871575117111206
2281,wiki,3.5656521320343018,3.866029739379883,0.30037760734558105
2282,news,3.753582715988159,4.123490810394287,0.36990809440612793
2283,reviews,4.8808913230896,4.974366188049316,0.0934748649597168
2284,paper,2.405468702316284,3.404813051223755,0.9993443489074707
2285,code,0.9542942643165588,1.3482673168182373,0.39397305250167847
2286,math,1.2942308187484741,1.536211609840393,0.24198079109191895
2287,wiki,3.999781608581543,4.1089301109313965,0.10914850234985352
2288,news,3.2750954627990723,3.6443495750427246,0.36925411224365234
2289,reviews,4.071247577667236,4.094497203826904,0.02324962615966797
2290,paper,2.8142378330230713,4.0722503662109375,1.2580125331878662
2291,code,1.247489094734192,1.8682842254638672,0.6207951307296753
2292,math,1.8740262985229492,2.179286479949951,0.30526018142700195
2293,wiki,3.5107457637786865,3.6877048015594482,0.17695903778076172
2294,news,3.2072911262512207,3.660879611968994,0.45358848571777344
2295,reviews,3.3296279907226562,3.410663366317749,0.08103537559509277
2296,paper,2.585435390472412,3.9858593940734863,1.4004240036010742
2297,code,0.8836119771003723,1.4632327556610107,0.5796207785606384
2298,math,1.7956689596176147,2.049015998840332,0.2533470392227173
2299,wiki,3.446378469467163,3.6013662815093994,0.15498781204223633
2300,news,3.7631924152374268,4.260545253753662,0.49735283851623535
2301,reviews,4.410179138183594,4.522146224975586,0.11196708679199219
2302,paper,2.5804505348205566,3.680987596511841,1.1005370616912842
2303,code,0.9441177845001221,1.4744349718093872,0.5303171873092651
2304,math,1.6040031909942627,2.047666549682617,0.4436633586883545
2305,wiki,3.818021059036255,4.270855903625488,0.4528348445892334
2306,news,3.416923761367798,3.869251251220703,0.4523274898529053
2307,reviews,4.187150955200195,4.215871810913086,0.028720855712890625
2308,paper,2.9178357124328613,4.046592712402344,1.1287569999694824
2309,code,1.5858232975006104,2.3532772064208984,0.7674539089202881
2310,math,1.7028498649597168,2.1026015281677246,0.3997516632080078
2311,wiki,2.8212103843688965,3.1621267795562744,0.34091639518737793
2312,news,3.0758001804351807,3.3517847061157227,0.275984525680542
2313,reviews,3.3432366847991943,3.438662052154541,0.09542536735534668
2314,paper,3.1865365505218506,4.553090572357178,1.3665540218353271
2315,code,1.2676937580108643,1.855394721031189,0.5877009630203247
2316,math,1.2999534606933594,1.5447969436645508,0.2448434829711914
2317,wiki,3.4491207599639893,3.695030927658081,0.2459101676940918
2318,news,3.856853485107422,4.100259304046631,0.24340581893920898
2319,reviews,4.004373073577881,4.141388893127441,0.13701581954956055
2320,paper,2.4458537101745605,3.9659698009490967,1.5201160907745361
2321,code,1.1154595613479614,1.7276414632797241,0.6121819019317627
2322,math,2.005650520324707,2.50589919090271,0.5002486705780029
2323,wiki,4.15711784362793,4.241004467010498,0.08388662338256836
2324,news,3.2548038959503174,3.4505395889282227,0.19573569297790527
2325,reviews,4.568711280822754,4.584567070007324,0.015855789184570312
2326,paper,2.4788401126861572,3.945328950881958,1.4664888381958008
2327,code,1.380157709121704,2.1172900199890137,0.7371323108673096
2328,math,2.135831356048584,2.6782386302948,0.5424072742462158
2329,wiki,4.042395114898682,4.178181171417236,0.1357860565185547
2330,news,3.620699167251587,4.015486240386963,0.394787073135376
2331,reviews,3.7757112979888916,3.935929536819458,0.1602182388305664
2332,paper,3.2913620471954346,4.621999740600586,1.3306376934051514
2333,code,1.427809238433838,1.9120861291885376,0.4842768907546997
2334,math,1.137846827507019,1.3934403657913208,0.25559353828430176
2335,wiki,3.9464540481567383,4.147482395172119,0.20102834701538086
2336,news,3.8144781589508057,4.0446038246154785,0.23012566566467285
2337,reviews,3.990403413772583,4.067887306213379,0.0774838924407959
2338,paper,2.6285760402679443,3.810817241668701,1.1822412014007568
2339,code,1.8235416412353516,2.4983930587768555,0.6748514175415039
2340,math,1.4194836616516113,1.7072501182556152,0.2877664566040039
2341,wiki,3.864995002746582,4.643886089324951,0.7788910865783691
2342,news,4.353813648223877,4.827216148376465,0.4734025001525879
2343,reviews,3.8563058376312256,3.8869805335998535,0.03067469596862793
2344,paper,2.749650716781616,4.170952320098877,1.4213016033172607
2345,code,1.4560835361480713,2.043490171432495,0.5874066352844238
2346,math,1.8316696882247925,2.11668062210083,0.2850109338760376
2347,wiki,4.388175010681152,4.393173694610596,0.004998683929443359
2348,news,4.28740930557251,4.7337965965271,0.44638729095458984
2349,reviews,3.667747735977173,3.806867837905884,0.13912010192871094
2350,paper,2.519304037094116,3.76002836227417,1.2407243251800537
2351,code,1.2319384813308716,1.7461605072021484,0.5142220258712769
2352,math,1.558732509613037,1.8900066614151,0.331274151802063
2353,wiki,4.431961536407471,4.617536544799805,0.18557500839233398
2354,news,2.799326181411743,3.203319549560547,0.4039933681488037
2355,reviews,4.241487979888916,4.262526988983154,0.02103900909423828
2356,paper,3.3596155643463135,4.587088108062744,1.2274725437164307
2357,code,1.085390567779541,1.719293475151062,0.633902907371521
2358,math,1.593824028968811,1.8476141691207886,0.25379014015197754
2359,wiki,4.058318614959717,4.552298069000244,0.49397945404052734
2360,news,2.8531415462493896,2.884009838104248,0.0308682918548584
2361,reviews,4.018723964691162,4.10164737701416,0.08292341232299805
2362,paper,2.7553951740264893,4.141315937042236,1.385920763015747
2363,code,1.4610493183135986,1.8355592489242554,0.37450993061065674
2364,math,1.7160757780075073,1.9973995685577393,0.28132379055023193
2365,wiki,3.9200785160064697,4.156981468200684,0.23690295219421387
2366,news,3.4036030769348145,3.5346646308898926,0.13106155395507812
2367,reviews,4.028086185455322,4.151921272277832,0.12383508682250977
2368,paper,2.3881990909576416,3.442685127258301,1.0544860363006592
2369,code,1.5627669095993042,2.0630943775177,0.500327467918396
2370,math,1.1423245668411255,1.7152972221374512,0.5729726552963257
2371,wiki,4.278197288513184,4.309839248657227,0.03164196014404297
2372,news,3.994699478149414,4.3336100578308105,0.3389105796813965
2373,reviews,3.8166162967681885,3.8566954135894775,0.04007911682128906
2374,paper,2.5043797492980957,4.194967269897461,1.6905875205993652
2375,code,1.2863783836364746,1.9266771078109741,0.6402987241744995
2376,math,1.4263904094696045,1.8956196308135986,0.46922922134399414
2377,wiki,3.593653917312622,3.685331106185913,0.09167718887329102
2378,news,3.8694496154785156,4.096869468688965,0.22741985321044922
2379,reviews,3.360253095626831,3.443239688873291,0.08298659324645996
2380,paper,3.0326504707336426,4.323800563812256,1.2911500930786133
2381,code,1.2755311727523804,1.6014509201049805,0.3259197473526001
2382,math,1.4109472036361694,1.759150505065918,0.34820330142974854
2383,wiki,3.634969472885132,3.7785823345184326,0.14361286163330078
2384,news,3.448678731918335,3.738332748413086,0.289654016494751
2385,reviews,3.794970989227295,3.8850696086883545,0.09009861946105957
2386,paper,3.734527349472046,4.878626823425293,1.144099473953247
2387,code,1.2172598838806152,1.537376880645752,0.3201169967651367
2388,math,1.1781736612319946,1.449229121208191,0.2710554599761963
2389,wiki,3.929058790206909,4.09686803817749,0.16780924797058105
2390,news,3.565138339996338,4.008194923400879,0.443056583404541
2391,reviews,4.088305950164795,4.1566948890686035,0.0683889389038086
2392,paper,3.601982593536377,5.176328182220459,1.574345588684082
2393,code,1.2104456424713135,1.8528501987457275,0.6424045562744141
2394,math,1.2316726446151733,1.57841157913208,0.34673893451690674
2395,wiki,2.868448495864868,4.501762390136719,1.6333138942718506
2396,news,3.612532138824463,3.861863136291504,0.24933099746704102
2397,reviews,3.271975517272949,3.4894864559173584,0.21751093864440918
2398,paper,3.1604959964752197,4.412531852722168,1.2520358562469482
2399,code,1.3167109489440918,1.5951050519943237,0.27839410305023193
2400,math,1.1535240411758423,1.3287588357925415,0.17523479461669922
2401,wiki,3.012812614440918,4.004491329193115,0.9916787147521973
2402,news,3.1910698413848877,3.4506754875183105,0.25960564613342285
2403,reviews,3.4272024631500244,3.461158037185669,0.03395557403564453
2404,paper,2.644080877304077,2.924497604370117,0.28041672706604004
2405,code,1.1558237075805664,1.3306418657302856,0.17481815814971924
2406,math,1.2916338443756104,1.6110931634902954,0.31945931911468506
2407,wiki,3.1613829135894775,3.296891450881958,0.13550853729248047
2408,news,3.667659044265747,3.9542336463928223,0.2865746021270752
2409,reviews,4.125553131103516,4.2438225746154785,0.11826944351196289
2410,paper,2.3207902908325195,2.650975227355957,0.3301849365234375
2411,code,1.2199742794036865,1.7137987613677979,0.49382448196411133
2412,math,1.6887964010238647,2.10233473777771,0.4135383367538452
2413,wiki,2.9282617568969727,3.047748327255249,0.11948657035827637
2414,news,3.3516287803649902,3.6345267295837402,0.28289794921875
2415,reviews,3.943556785583496,3.9981486797332764,0.05459189414978027
2416,paper,2.943385601043701,3.636798858642578,0.693413257598877
2417,code,0.6669646501541138,0.8869133591651917,0.21994870901107788
2418,math,1.8165931701660156,2.189387083053589,0.37279391288757324
2419,wiki,3.0963644981384277,3.0738778114318848,-0.02248668670654297
2420,news,3.5448575019836426,3.913872241973877,0.3690147399902344
2421,reviews,3.632589340209961,3.653366804122925,0.020777463912963867
2422,paper,3.3006482124328613,4.388517379760742,1.0878691673278809
2423,code,1.1131279468536377,1.7191048860549927,0.605976939201355
2424,math,1.4389009475708008,1.6577049493789673,0.2188040018081665
2425,wiki,3.4186925888061523,3.7595362663269043,0.34084367752075195
2426,news,4.758518218994141,5.201415061950684,0.44289684295654297
2427,reviews,4.151179790496826,4.204314708709717,0.053134918212890625
2428,paper,2.2366268634796143,2.7358224391937256,0.49919557571411133
2429,code,1.1100152730941772,1.693656325340271,0.5836410522460938
